Timestamp,Stored energy [MWh],SoC [-],Charge [MWh],Discharge [MWh],Day-ahead buy [MWh],Day-ahead sell [MWh],FCR Capacity [MW],aFRR Capacity POS [MW],aFRR Capacity NEG [MW]
2024-01-01 05:15:00.006,0.8836249999999998,0.8836249999999998,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
2024-01-01 05:30:00.006,0.9619999999999997,0.9619999999999997,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 05:45:00.007,0.9619999999999997,0.9619999999999997,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 06:00:00.007,0.9619999999999997,0.9619999999999997,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 06:15:00.007,0.9619999999999997,0.9619999999999997,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 06:30:00.007,0.9619999999999997,0.9619999999999997,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 06:45:00.008,0.9619999999999997,0.9619999999999997,0.038000000000000256,0.0,0.038000000000000256,0.0,0.0,0.0,0.0
2024-01-01 07:00:00.008,0.9981,0.9981,0.0019000000000000128,0.0,0.0019000000000000128,0.0,0.0,0.0,0.0
2024-01-01 07:15:00.008,0.999905,0.999905,9.499999999995623e-05,0.0,9.499999999995623e-05,0.0,0.0,0.0,0.0
2024-01-01 07:30:00.009,0.99999525,0.99999525,4.7499999999978115e-06,0.0,4.7499999999978115e-06,0.0,0.0,0.0,0.0
2024-01-01 07:45:00.009,0.9999997625,0.9999997625,0.0,0.0825,0.0,0.0825,0.0,0.0,0.0
2024-01-01 08:00:00.009,0.9174997625,0.9174997625,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 08:15:00.010,0.9174997625,0.9174997625,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 08:30:00.010,0.9174997625,0.9174997625,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
2024-01-01 08:45:00.010,0.9958747625,0.9958747625,0.004125237500000045,0.0,0.004125237500000045,0.0,0.0,0.0,0.0
2024-01-01 09:00:00.010,0.9997937381249999,0.9997937381249999,0.00020626187500005777,0.0,0.00020626187500005777,0.0,0.0,0.0,0.0
2024-01-01 09:15:00.011,0.99998968690625,0.99998968690625,1.0313093749991786e-05,0.0,1.0313093749991786e-05,0.0,0.0,0.0,0.0
2024-01-01 09:30:00.011,0.9999994843453125,0.9999994843453125,5.156546875051404e-07,0.0,5.156546875051404e-07,0.0,0.0,0.0,0.0
2024-01-01 09:45:00.011,0.9999999742172656,0.9999999742172656,0.0,0.0,0.0,0.0,0.066,1.0313093756764147e-07,0.033
2024-01-01 10:00:00.012,0.9999999742172656,0.9999999742172656,2.5782734391910367e-08,0.0,2.5782734391910367e-08,0.0,0.0,0.0,0.0
2024-01-01 10:15:00.012,0.9999999987108633,0.9999999987108633,1.2891366862888276e-09,0.0,1.2891366862888276e-09,0.0,0.0,0.0,0.0
2024-01-01 10:30:00.012,0.9999999999355431,0.9999999999355431,0.0,0.0,0.0,0.0,0.066,2.5782753709790995e-10,0.033
2024-01-01 10:45:00.012,0.9999999999355431,0.9999999999355431,0.0,0.0,0.0,0.0,0.066,2.5782753709790995e-10,0.033
2024-01-01 11:00:00.013,0.9999999999355431,0.9999999999355431,0.0,0.0,0.0,0.0,0.066,2.5782753709790995e-10,0.033
2024-01-01 11:15:00.013,0.9999999999355431,0.9999999999355431,6.445688427447749e-11,0.0,6.445688427447749e-11,0.0,0.0,0.0,0.0
2024-01-01 11:30:00.013,0.9999999999967771,0.9999999999967771,3.222866418184367e-12,0.0,3.222866418184367e-12,0.0,0.0,0.0,0.0
2024-01-01 11:45:00.014,0.9999999999998389,0.9999999999998389,1.6109336087311021e-13,0.0,1.6109336087311021e-13,0.0,0.0,0.0,0.0
2024-01-01 12:00:00.014,0.9999999999999919,0.9999999999999919,8.104628079763643e-15,0.0,8.104628079763643e-15,0.0,0.0,0.0,0.0
2024-01-01 12:15:00.014,0.9999999999999996,0.9999999999999996,0.0,0.0,0.0,0.0,0.066,1.7763568394002505e-15,0.033
2024-01-01 12:30:00.014,0.9999999999999996,0.9999999999999996,0.0,0.0,0.0,0.0,0.066,1.7763568394002505e-15,0.033
2024-01-01 12:45:00.015,0.9999999999999996,0.9999999999999996,4.440892098500626e-16,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0
2024-01-01 13:00:00.015,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 13:15:00.015,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 13:30:00.016,1.0,1.0,0.0,0.0,0.0,0.0,0.066,0.0,0.033
2024-01-01 13:45:00.016,1.0,1.0,0.0,0.0,0.0,0.0,0.066,0.0,0.033
2024-01-01 14:00:00.016,1.0,1.0,0.0,0.0,0.0,0.0,0.066,0.0,0.033
2024-01-01 14:15:00.016,1.0,1.0,0.0,0.0,0.0,0.0,0.066,0.0,0.033
2024-01-01 14:30:00.017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 14:45:00.017,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01 15:00:00.017,1.0,1.0,0.0,0.0,0.0,0.0,0.066,0.0,0.033
2024-01-01 15:15:00.018,1.0,1.0,0.0,0.0,0.0,0.0,0.066,0.0,0.033
2024-01-01 15:30:00.018,1.0,1.0,0.0,0.0,0.0,0.0,0.066,0.0,0.033
2024-01-01 15:45:00.018,1.0,1.0,0.0,0.0825,0.0,0.0825,0.0,0.0,0.0
2024-01-01 16:00:00.018,0.9175,0.9175,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 16:15:00.019,0.9175,0.9175,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 16:30:00.019,0.9175,0.9175,0.0,0.0825,0.0,0.0825,0.0,0.0,0.0
2024-01-01 16:45:00.019,0.835,0.835,0.0,0.0825,0.0,0.0825,0.0,0.0,0.0
2024-01-01 17:00:00.020,0.7525,0.7525,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 17:15:00.020,0.7525,0.7525,0.0,0.0825,0.0,0.0825,0.0,0.0,0.0
2024-01-01 17:30:00.020,0.6699999999999999,0.6699999999999999,0.0,0.0825,0.0,0.0825,0.0,0.0,0.0
2024-01-01 17:45:00.020,0.5874999999999999,0.5874999999999999,0.0,0.05315789473684207,0.0,0.05315789473684207,0.0,0.0,0.0
2024-01-01 18:00:00.021,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 18:15:00.021,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 18:30:00.021,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 18:45:00.022,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 19:00:00.022,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 19:15:00.022,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 19:30:00.022,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 19:45:00.023,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 20:00:00.023,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 20:15:00.023,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 20:30:00.024,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 20:45:00.024,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 21:00:00.024,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 21:15:00.024,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 21:30:00.025,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 21:45:00.025,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 22:00:00.025,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 22:15:00.026,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 22:30:00.026,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 22:45:00.026,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 23:00:00.026,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 23:15:00.027,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 23:30:00.027,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-01 23:45:00.027,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 00:00:00.028,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 00:15:00.028,0.5343421052631578,0.5343421052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 00:30:00.028,0.5343421052631578,0.5343421052631578,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
2024-01-02 00:45:00.029,0.6127171052631578,0.6127171052631578,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
2024-01-02 01:00:00.029,0.6910921052631578,0.6910921052631578,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 01:15:00.029,0.6910921052631578,0.6910921052631578,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
2024-01-02 01:30:00.029,0.7694671052631578,0.7694671052631578,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
2024-01-02 01:45:00.030,0.8478421052631577,0.8478421052631577,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
2024-01-02 02:00:00.030,0.9262171052631577,0.9262171052631577,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 02:15:00.030,0.9262171052631577,0.9262171052631577,0.0737828947368423,0.0,0.0737828947368423,0.0,0.0,0.0,0.0
2024-01-02 02:30:00.031,0.9963108552631579,0.9963108552631579,0.0,0.0,0.0,0.0,0.066,0.014756578947368482,0.033
2024-01-02 02:45:00.031,0.9963108552631579,0.9963108552631579,0.0036891447368421204,0.0,0.0036891447368421204,0.0,0.0,0.0,0.0
2024-01-02 03:00:00.031,0.9998155427631579,0.9998155427631579,0.00018445723684212822,0.0,0.00018445723684212822,0.0,0.0,0.0,0.0
2024-01-02 03:15:00.031,0.9999907771381579,0.9999907771381579,9.222861842128616e-06,0.0,9.222861842128616e-06,0.0,0.0,0.0,0.0
2024-01-02 03:30:00.032,0.9999995388569078,0.9999995388569078,4.611430921563908e-07,0.0,4.611430921563908e-07,0.0,0.0,0.0,0.0
2024-01-02 03:45:00.032,0.9999999769428454,0.9999999769428454,0.0,0.0,0.0,0.0,0.066,9.2228618520096e-08,0.033
2024-01-02 04:00:00.032,0.9999999769428454,0.9999999769428454,2.3057154630024e-08,0.0,2.3057154630024e-08,0.0,0.0,0.0,0.0
2024-01-02 04:15:00.033,0.9999999988471423,0.9999999988471423,1.1528576981945093e-09,0.0,1.1528576981945093e-09,0.0,0.0,0.0,0.0
2024-01-02 04:30:00.033,0.9999999999423571,0.9999999999423571,5.764289046084059e-11,0.0,5.764289046084059e-11,0.0,0.0,0.0,0.0
2024-01-02 04:45:00.033,0.9999999999971179,0.9999999999971179,0.0,0.0,0.0,0.0,0.066,1.1528555887707626e-11,0.033
2024-01-02 05:00:00.033,0.9999999999971179,0.9999999999971179,2.8821389719269064e-12,0.0,2.8821389719269064e-12,0.0,0.0,0.0,0.0
2024-01-02 05:15:00.034,0.9999999999998559,0.9999999999998559,1.4410694859634532e-13,0.0,1.4410694859634532e-13,0.0,0.0,0.0,0.0
2024-01-02 05:30:00.034,0.9999999999999928,0.9999999999999928,7.216449660063518e-15,0.0,7.216449660063518e-15,0.0,0.0,0.0,0.0
2024-01-02 05:45:00.034,0.9999999999999997,0.9999999999999997,0.0,0.0825,0.0,0.0825,0.0,0.0,0.0
2024-01-02 06:00:00.035,0.9174999999999996,0.9174999999999996,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
2024-01-02 06:15:00.035,0.9958749999999996,0.9958749999999996,0.004125000000000378,0.0,0.004125000000000378,0.0,0.0,0.0,0.0
2024-01-02 06:30:00.035,0.99979375,0.99979375,0.0,0.0,0.0,0.0,0.066,0.0008249999999998536,0.033
2024-01-02 06:45:00.035,0.99979375,0.99979375,0.0,0.0,0.0,0.0,0.066,0.0008249999999998536,0.033
2024-01-02 07:00:00.036,0.99979375,0.99979375,0.0,0.0,0.0,0.0,0.066,0.0008249999999998536,0.033
2024-01-02 07:15:00.036,0.99979375,0.99979375,0.0,0.0,0.0,0.0,0.066,0.0008249999999998536,0.033
2024-01-02 07:30:00.036,0.99979375,0.99979375,0.0,0.0825,0.0,0.0825,0.0,0.0,0.0
2024-01-02 07:45:00.037,0.91729375,0.91729375,0.0,0.0825,0.0,0.0825,0.0,0.0,0.0
2024-01-02 08:00:00.037,0.83479375,0.83479375,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
2024-01-02 08:15:00.037,0.91316875,0.91316875,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 08:30:00.037,0.91316875,0.91316875,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 08:45:00.038,0.91316875,0.91316875,0.0,0.0825,0.0,0.0825,0.0,0.0,0.0
2024-01-02 09:00:00.038,0.83066875,0.83066875,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 09:15:00.038,0.83066875,0.83066875,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 09:30:00.039,0.83066875,0.83066875,0.0,0.0825,0.0,0.0825,0.0,0.0,0.0
2024-01-02 09:45:00.039,0.7481687499999999,0.7481687499999999,0.0,0.0825,0.0,0.0825,0.0,0.0,0.0
2024-01-02 10:00:00.039,0.6656687499999999,0.6656687499999999,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 10:15:00.039,0.6656687499999999,0.6656687499999999,0.0,0.0825,0.0,0.0825,0.0,0.0,0.0
2024-01-02 10:30:00.040,0.5831687499999999,0.5831687499999999,0.0,0.0825,0.0,0.0825,0.0,0.0,0.0
2024-01-02 10:45:00.040,0.5006687499999999,0.5006687499999999,0.0,0.0825,0.0,0.0825,0.0,0.0,0.0
2024-01-02 11:00:00.040,0.41816874999999987,0.41816874999999987,0.0,0.0825,0.0,0.0825,0.0,0.0,0.0
2024-01-02 11:15:00.041,0.33566874999999985,0.33566874999999985,0.0,0.01570879501384992,0.0,0.01570879501384992,0.0,0.0,0.0
2024-01-02 11:30:00.041,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 11:45:00.041,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 12:00:00.041,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 12:15:00.042,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 12:30:00.042,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 12:45:00.042,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 13:00:00.043,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 13:15:00.043,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 13:30:00.043,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 13:45:00.043,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 14:00:00.044,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 14:15:00.044,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 14:30:00.044,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 14:45:00.045,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 15:00:00.045,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 15:15:00.045,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 15:30:00.046,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 15:45:00.046,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 16:00:00.046,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 16:15:00.046,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 16:30:00.047,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 16:45:00.047,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 17:00:00.047,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 17:15:00.048,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 17:30:00.048,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 17:45:00.048,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 18:00:00.048,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 18:15:00.049,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 18:30:00.049,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 18:45:00.049,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 19:00:00.050,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 19:15:00.050,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 19:30:00.050,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 19:45:00.050,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 20:00:00.051,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 20:15:00.051,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 20:30:00.051,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 20:45:00.052,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 21:00:00.052,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 21:15:00.052,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 21:30:00.052,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 21:45:00.053,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 22:00:00.053,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 22:15:00.053,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 22:30:00.054,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 22:45:00.054,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 23:00:00.054,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 23:15:00.054,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 23:30:00.055,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-02 23:45:00.055,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-03 00:00:00.055,0.31995995498614993,0.31995995498614993,0.0,0.0,0.0,0.0,0.066,0.033,0.033
2024-01-03 00:15:00.056,0.31995995498614993,0.31995995498614993,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
2024-01-03 00:30:00.056,0.3983349549861499,0.3983349549861499,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
2024-01-03 00:45:00.056,0.4767099549861499,0.4767099549861499,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
2024-01-03 01:00:00.056,0.5550849549861498,0.5550849549861498,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
2024-01-03 01:15:00.057,0.6334599549861498,0.6334599549861498,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
2024-01-03 01:30:00.057,0.7118349549861498,0.7118349549861498,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
2024-01-03 01:45:00.057,0.7902099549861498,0.7902099549861498,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
2024-01-03 02:00:00.058,0.8685849549861497,0.8685849549861497,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
2024-01-03 02:15:00.058,0.9469599549861497,0.9469599549861497,0.05304004501385029,0.0,0.05304004501385029,0.0,0.0,0.0,0.0
2024-01-03 02:30:00.058,0.9973479977493075,0.9973479977493075,0.002652002250692509,0.0,0.002652002250692509,0.0,0.0,0.0,0.0
2024-01-03 02:45:00.058,0.9998673998874654,0.9998673998874654,0.0001326001125345755,0.0,0.0001326001125345755,0.0,0.0,0.0,0.0
2024-01-03 03:00:00.059,0.9999933699943733,0.9999933699943733,6.630005626728774e-06,0.0,6.630005626728774e-06,0.0,0.0,0.0,0.0
2024-01-03 03:15:00.059,0.9999996684997187,0.9999996684997187,3.315002813364387e-07,0.0,3.315002813364387e-07,0.0,0.0,0.0,0.0
2024-01-03 03:30:00.059,0.999999983424986,0.999999983424986,1.657501402796413e-08,0.0,1.657501402796413e-08,0.0,0.0,0.0,0.0
2024-01-03 03:45:00.060,0.9999999991712493,0.9999999991712493,8.287507347048972e-10,0.0,8.287507347048972e-10,0.0,0.0,0.0,0.0
2024-01-03 04:00:00.060,0.9999999999585625,0.9999999999585625,4.143752008189949e-11,0.0,4.143752008189949e-11,0.0,0.0,0.0,0.0
2024-01-03 04:15:00.060,0.9999999999979281,0.9999999999979281,2.071898208555467e-12,0.0,2.071898208555467e-12,0.0,0.0,0.0,0.0
2024-01-03 04:30:00.060,0.9999999999998964,0.9999999999998964,1.035838081975271e-13,0.0,1.035838081975271e-13,0.0,0.0,0.0,0.0
2024-01-03 04:45:00.061,0.9999999999999948,0.9999999999999948,5.218048215738236e-15,0.0,5.218048215738236e-15,0.0,0.0,0.0,0.0
2024-01-03 05:00:00.061,0.9999999999999998,0.9999999999999998,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,0.0
2024-01-03 05:15:00.061,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03 05:30:00.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03 05:45:00.062,1.0,1.0,0.0,0.0,0.0,0.0,0.066,0.0,0.033
2024-01-03 06:00:00.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03 06:15:00.062,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-03 06:30:00.063,1.0,1.0,0.0,0.0,0.0,0.0,0.066,0.0,0.033
2024-01-03 06:45:00.063,1.0,1.0,0.0,0.0825,0.0,0.0825,0.0,0.0,0.0
2024-01-03 07:00:00.063,0.9175,0.9175,0.0825,0.0,0.0825,0.0,0.0,0.0,0.0
